Ticker,CSCO
CurrentPrice,78.92
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:42

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
27.5,0,0,2,0
30.0,22,3,0,0
32.5,0,1,30,1
35.0,0,16,43,14
37.5,3,7,6580,1
40.0,4,6,9205,1
42.5,12,16,15,6
45.0,26,26,2348,2
47.5,48,1,571,1
50.0,697,1,5796,1
52.5,192,7,2243,2
55.0,247,6,5707,2
57.5,722,3,1300,3
60.0,730,2,6416,30
62.5,606,1,3006,1
65.0,1345,11,9105,1
67.0,0,0,111,100
67.5,1045,3,2254,24
68.0,2,0,1268,5
69.0,79,0,28,6
70.0,2504,106,26112,30
71.0,14,1,79,11
72.0,5,2,369,13
72.5,15129,6,9816,3
73.0,1488,1486,117,7
74.0,21,4,1466,330
75.0,7162,28,7399,39
76.0,316,2,531,16
77.0,842,2,1183,27
77.5,5266,31,5318,1363
78.0,1007,32,792,74
79.0,3133,107,822,173
80.0,15600,694,2771,70
81.0,2780,24,251,1
82.0,9799,172,33,8
82.5,24447,70,1341,9
83.0,4009,55,2,1
84.0,569,134,10,2
85.0,19034,36,502,3
86.0,37,3,0,0
87.0,28,5,0,10
87.5,2563,2,773,1
88.0,58,45,0,0
89.0,14,6,0,0
90.0,8832,56,0,150
92.5,2715,8,0,0
95.0,3693,7,0,1
100.0,9359,3,0,0
105.0,532,1,0,0
110.0,1323,15,0,0
130.0,68,1,0,0
