Ticker,MDLZ
CurrentPrice,56.765
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:34

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
30.0,0,3,20,0
32.5,0,0,0,0
40.0,3,1,230,1
42.5,0,0,2,5
45.0,1,3,776,4
47.0,0,0,20,0
47.5,24,4,191,27
49.0,0,0,1,0
50.0,105,1,808,54
51.0,0,0,7,0
52.0,0,0,36,26
52.5,234,232,2591,40
53.0,0,0,5,1
54.0,4,0,3023,1
55.0,798,16,1209,26
56.0,331,9,16,1
57.0,76,1,31,3
57.5,2556,1675,2212,500
58.0,51,15,240,2
59.0,90,22,63,1
60.0,6424,3,543,1
61.0,470,48,20,1
62.0,84,2,10,10
62.5,1776,12,188,3
63.0,449,2,0,0
64.0,12,1,0,0
65.0,1269,19,33,3
66.0,453,153,0,0
67.5,2467,1,0,1
70.0,2024,15,0,91
72.5,239,1,8,1
75.0,315,1,0,0
77.5,111,1,0,0
80.0,108,1,0,0
85.0,59,2,0,0
90.0,2,0,0,0
