Ticker,BIIB
CurrentPrice,182.7
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:50:08

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
70.0,0,2,2,2
75.0,0,0,3,1
80.0,1,1,0,0
85.0,11,1,1,4
90.0,3,2,18,5
95.0,8,4,22,5
100.0,8,2,111,1
105.0,1,0,37,5
110.0,1,1,37,1
115.0,2,1,49,18
120.0,4,1,55,7
125.0,19,1,2018,7
130.0,57,7,172,1
135.0,254,1,250,10
140.0,596,1,672,4
145.0,64,1,800,50
150.0,180,2,640,3
155.0,218,2,186,6
160.0,3028,1,833,10
165.0,1106,1,277,12
167.5,0,0,2,1
170.0,738,329,188,3
172.5,0,0,10,1
175.0,485,28,279,1
177.5,0,0,9,1
180.0,857,1,217,6
182.5,15,14,23,18
185.0,269,3,155,10
187.5,18,21,5,1
190.0,340,6,49,1
192.5,30,1,15,14
195.0,646,5,32,3
197.5,70,5,0,0
200.0,934,7,7,2
202.5,5,1,0,0
205.0,5,1,0,30
210.0,323,1,0,1
215.0,14,0,0,0
220.0,534,1,0,2
230.0,224,10,0,0
240.0,2,2,0,0
250.0,4,1,0,0
260.0,2,1,0,0
270.0,1,1,0,0
