Ticker,CPRT
CurrentPrice,33.3
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:52:04

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
22.5,0,0,21,1
25.0,0,0,4,1
27.5,0,0,5,1
30.0,36,1,206,2
32.5,31,2,432,11
35.0,350,8,616,5
37.5,695,21,2324,13
40.0,2601,3,514,2
42.5,1462,4,48,1
45.0,985,2,5,3
47.5,932,2,14,1
50.0,2402,10,17,1
52.5,398,1,0,2
55.0,945,1,9,5
57.5,208,1,0,1
60.0,383,16,8,8
62.5,71,6,3,3
65.0,325,1,3,3
67.5,69,1,0,1
70.0,539,1,0,4
72.5,2,0,0,1
75.0,222,2,0,2
80.0,0,0,0,1
85.0,1,2,0,1
90.0,0,0,0,9
