Ticker,MRVL
CurrentPrice,88.07
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:52:32

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
25.0,31,6,421,15
30.0,106,21,711,2
35.0,369,2,912,5
40.0,249,12,1569,1
45.0,206,10,3691,20
50.0,8599,2,20350,22
55.0,690,2,8423,9
60.0,881,31,14712,24
65.0,1694,28,10149,19
68.0,130,2,277,19
69.0,51,2,328,10
70.0,10523,32,14295,25
71.0,22,5,291,4
72.0,24,5,848,3
73.0,89,14,604,9
74.0,26,1,547,22
75.0,5293,53,13168,50
76.0,244,1,726,2
77.0,315,2,1770,25
78.0,548,1,921,5
79.0,541,1,876,31
80.0,4962,183,9955,120
81.0,205,3,2689,34
82.0,1008,2,922,7
83.0,680,100,1896,71
84.0,943,6,669,89
85.0,12845,330,8114,80
86.0,478,12,599,93
87.0,1034,44,1998,93
88.0,1204,123,901,134
89.0,1316,407,1521,164
90.0,11595,786,9293,167
91.0,1394,369,902,172
92.0,6341,426,1136,20
93.0,1562,367,527,50
94.0,2036,302,368,4
95.0,23058,841,1438,25
96.0,2146,310,36,2
97.0,1830,179,14,1
98.0,3650,69,6,1
99.0,1150,21,6,6
100.0,15504,154,1121,1
101.0,1415,67,0,0
102.0,435,98,0,0
103.0,19,3,0,0
104.0,692,6,0,0
105.0,5413,105,121,1
106.0,201,70,0,0
108.0,100,4,0,0
110.0,8020,55,42,5
112.0,10,20,0,0
115.0,4360,52,224,21
120.0,1660,123,0,3
125.0,1460,1,60,1
130.0,1900,25,1,1
135.0,490,10,0,2
140.0,1387,5,1,2
145.0,798,7,20,1
150.0,1784,30,2,2
155.0,253,3,0,0
160.0,480,21,0,1
165.0,59,2,0,31
170.0,2036,1,0,0
175.0,323,3,0,0
180.0,392,2,0,0
185.0,318,2,0,0
190.0,821,1,0,0
