Ticker,ASML
CurrentPrice,1458.93
ExpirationDate,2026-02-20
DownloadTimestamp,2026-02-20 00:45:08

Strike,Call_OI,Put_OI
520.0,0,47
540.0,0,109
550.0,0,1
560.0,0,7
580.0,1,49
600.0,1,154
610.0,0,5
620.0,0,2
630.0,1,5
640.0,0,2
650.0,0,59
660.0,1,170
670.0,0,1
680.0,0,1
690.0,0,2
700.0,0,872
710.0,0,8
720.0,0,8
730.0,0,38
740.0,1,2
750.0,2,98
760.0,1,6
770.0,0,4
780.0,0,32
790.0,0,1
800.0,1,383
810.0,0,3
820.0,0,87
830.0,0,7
840.0,0,42
850.0,0,119
860.0,0,103
870.0,0,25
880.0,1,31
890.0,0,216
900.0,2,145
910.0,1,36
920.0,1,46
930.0,1,20
940.0,0,37
950.0,5,98
960.0,8,49
970.0,4,59
980.0,28,206
990.0,43,111
1000.0,95,253
1010.0,76,17
1020.0,13,94
1030.0,76,75
1040.0,35,133
1050.0,62,237
1060.0,34,124
1070.0,23,100
1080.0,120,66
1090.0,110,62
1100.0,184,1040
1110.0,52,177
1120.0,160,347
1130.0,62,151
1140.0,143,72
1150.0,108,157
1160.0,240,331
1165.0,0,7
1170.0,46,104
1175.0,0,925
1180.0,224,171
1185.0,0,5
1190.0,27,266
1195.0,0,4
1200.0,246,277
1205.0,0,18
1210.0,39,87
1215.0,0,21
1220.0,50,551
1225.0,1,12
1230.0,0,1
1235.0,0,13
1240.0,116,1655
1245.0,2,3430
1250.0,5,116
1255.0,0,37
1260.0,70,423
1265.0,1,160
1270.0,0,27
1275.0,4,1307
1280.0,72,404
1285.0,2,142
1290.0,16,128
1295.0,16,241
1300.0,217,963
1305.0,13,80
1310.0,3,259
1315.0,8,1391
1320.0,124,722
1325.0,23,3081
1330.0,27,1106
1335.0,66,137
1340.0,159,138
1345.0,80,107
1350.0,1049,634
1355.0,31,111
1360.0,135,175
1365.0,32,115
1370.0,114,632
1375.0,46,146
1380.0,1040,415
1385.0,77,115
1390.0,356,416
1395.0,42,1024
1400.0,380,2305
1405.0,54,584
1410.0,114,170
1412.5,63,74
1415.0,116,121
1417.5,108,30
1420.0,145,137
1425.0,85,151
1430.0,102,287
1435.0,86,81
1440.0,205,147
1445.0,83,62
1450.0,1144,300
1455.0,67,36
1460.0,526,73
1465.0,70,74
1470.0,297,51
1475.0,52,14
1480.0,432,135
1485.0,162,36
1490.0,1029,89
1495.0,177,8
1500.0,818,63
1510.0,128,3
1520.0,885,4
1530.0,957,0
1540.0,624,2
1550.0,602,0
1560.0,393,286
1570.0,19,0
1580.0,455,1
1590.0,52,0
1600.0,241,0
1610.0,8,0
1620.0,313,0
1640.0,170,0
1660.0,739,0
1680.0,470,0
1700.0,925,0
1720.0,243,0
1740.0,323,0
1760.0,497,0
1780.0,37,0
1800.0,370,0
1820.0,239,0
1840.0,43,0
1860.0,64,0
1880.0,14,0
1900.0,1088,0
1920.0,377,0
1940.0,22,0
1960.0,30,0
1980.0,4,0
2000.0,296,0
2020.0,280,0
