Ticker,CSX
CurrentPrice,39.72
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:58

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
17.5,8,1,3,1
20.0,7,1,3,1
22.5,3,0,120,1
25.0,161,2,211,2
27.5,23,1,248,1
30.0,81,1,3793,1
32.5,478,4,1889,5
35.0,1425,9,2881,15
36.0,21,3,3,1
36.5,0,0,4,1
37.0,0,0,32,0
37.5,1961,15,846,2
38.0,0,0,66,3
38.5,9,8,49,2
39.0,19,10,186,1
39.5,20,57,136,3
40.0,3404,18,2048,1
40.5,28,1,53,4
41.0,330,196,50,10
41.5,822,20,212,1
42.0,1094,10,1999,2
42.5,3429,18,394,104
43.0,60,3,12,5
43.5,41,1,10,0
44.0,39,1,0,1
44.5,523,1,0,0
45.0,2205,3,1,8
45.5,11,0,0,0
46.0,3,0,0,0
47.0,3,0,0,0
47.5,47,5,0,2
48.0,0,0,0,1
50.0,21,19,0,1
51.0,1,0,0,0
