Ticker,BKR
CurrentPrice,57.935
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:30

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
20.0,4,4,4,3
25.0,2,1,19,2
28.0,1,0,72,7
30.0,6,1,15,2
33.0,0,2,825,3
35.0,3,2,80,5
36.0,5,5,22,5
37.0,0,0,8,1
38.0,176,1,212,1
39.0,0,0,54,2
40.0,21,10,207,10
41.0,0,6,222,1
42.0,1,1,474,1
43.0,4,1,125,5
44.0,9,1,168,1
45.0,161,5,115,1
46.0,120,1,74,1
47.0,382,1,72,2
48.0,145,20,154,3
49.0,560,1,2724,7
50.0,1362,5,1072,10
55.0,2404,316,2727,5
60.0,1471,19,721,1
65.0,2272,11,7,1
70.0,1325,8,0,21
75.0,70,3,0,1
80.0,10,0,0,0
90.0,1,0,0,0
