Ticker,SBUX
CurrentPrice,95.3501
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:46

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
40.0,4,1,77,1
45.0,0,12,55,1
50.0,4,1,145,3
55.0,1,1,518,1
60.0,19,10,1694,1
65.0,8,1,977,14
70.0,53,5,12472,2
75.0,16,1,3550,2
80.0,1536,6,3544,4
84.0,0,0,147,129
85.0,3658,2,11251,143
86.0,65,2,86,42
87.0,5,1,30,18
88.0,0,0,34,48
89.0,1,2,108,7
90.0,5454,66,8217,55
91.0,2,1,56,23
92.0,19,3,297,125
93.0,27,1,276,136
94.0,9,2,487,78
95.0,4646,80,7140,627
96.0,165,52,425,159
97.0,411,256,603,140
98.0,762,105,1080,44
99.0,497,57,729,145
100.0,11303,367,2877,132
101.0,719,123,260,35
102.0,591,136,203,11
103.0,484,7,95,4
104.0,456,4,24,1
105.0,5486,57,480,2
106.0,336,89,0,1
107.0,397,1,0,0
108.0,44,1,0,0
109.0,349,0,10,8
110.0,2855,4,6,1
114.0,3,1,0,0
115.0,2074,9,271,2
120.0,1681,2,2,5
125.0,686,2,0,2
130.0,514,1,0,1
135.0,583,3,0,0
140.0,513,1,0,0
145.0,153,1,0,0
150.0,755,1,0,0
155.0,15,1,0,0
160.0,37,2,0,0
165.0,664,1,0,1
170.0,1255,1,0,0
