Ticker,FTNT
CurrentPrice,83.6
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:44

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
40.0,1,1,1,1
45.0,3,2,1,0
47.5,11,2,53,5
50.0,16,2,33,2
55.0,4,2,93,1
60.0,111,1,704,2
65.0,65,3,1218,7
70.0,133,10,3631,5
71.0,5,2,7,4
72.0,5,2,520,2
73.0,5,2,45,3
74.0,3,75,95,2
75.0,845,77,6213,10
76.0,13,6,941,244
77.0,103,84,7269,1
78.0,40,2,317,1
79.0,31,4,208,10
80.0,2896,6,2098,5
81.0,324,6,449,3
81.5,48,1,74,2
82.0,78,12,3655,2
83.0,140,4,87,1
84.0,127,1,199,1
85.0,1135,5,1335,37
86.0,4498,1,10,5
87.0,2031,6,1,1
87.5,1194,3,655,2
88.0,1534,6,2,0
89.0,282,46,0,0
90.0,1026,39,255,13
91.0,611,244,1,0
92.0,15,1,0,0
92.5,560,14,67,6
93.0,13,1,0,0
94.0,1,0,0,0
95.0,916,7,31,36
97.5,737,2,467,22
100.0,1230,1,37,330
105.0,428,5,17,1
110.0,272,6,14,5
115.0,71,1,0,5
120.0,224,1,9,4
125.0,67,1,0,1
130.0,104,4,0,3
135.0,20,1,0,0
140.0,358,2,0,0
145.0,29,2,0,0
150.0,209,1,0,1
155.0,78,12,0,0
160.0,114,8,0,1
