Ticker,GEHC
CurrentPrice,71.48
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:02

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
30.0,14,16,0,0
35.0,0,0,13,12
40.0,0,3,5,1
42.5,0,1,2,0
45.0,9,0,195,4
47.5,2,0,26,1
50.0,15,1,39,5
52.5,9,4,2,14
55.0,0,0,66,2
57.5,8,1,17,1
60.0,7,2,35,4
62.5,7,1,150,15
65.0,58,4,106,2
66.0,0,0,16,5
67.0,0,0,11,0
67.5,12,1,241,1
68.0,0,0,28,12
69.0,3,1,20,1
70.0,62,25,229,11
71.0,23,1,6,0
72.0,14,4,6,1
72.5,101,2,593,3
73.0,39,1,42,21
74.0,16,1,3,4
75.0,126,8,442,35
76.0,9,2,41,4
77.0,23,2,7,1
77.5,115,1,213,1
78.0,70,13,127,2
79.0,72,3,23,1
80.0,514,10,134,2
81.0,64,0,17,1
82.0,14,1,0,0
82.5,510,1,39,3
83.0,40,2,1,1
84.0,5,1,0,1
85.0,968,4,3,3
86.0,5,5,0,0
87.0,3,1,0,0
87.5,484,2,0,1
88.0,8,3,0,0
89.0,30,1,0,0
90.0,1738,2,0,1
91.0,5,1,0,0
92.5,278,1,0,2
93.0,0,0,0,0
94.0,0,0,0,0
95.0,164,5,0,1
97.5,87,6,0,8
100.0,169,8,0,0
105.0,14,1,0,0
110.0,9,1,0,0
115.0,3,1,0,0
120.0,2,0,0,0
125.0,16,5,0,0
130.0,183,0,0,0
