Ticker,ADBE
CurrentPrice,247.845
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:49:42

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
130.0,2,1,0,0
135.0,0,0,17,4
140.0,0,0,25,1
145.0,0,0,3,2
150.0,0,0,2,0
155.0,5,0,4,1
160.0,1,0,5,1
165.0,5,0,2,2
170.0,605,2,824,1
175.0,124,12,267,2
180.0,128,1,483,43
185.0,82,8,577,1
190.0,108,2,567,13
195.0,430,375,714,1
200.0,49,2,1212,12
205.0,14,2,361,13
210.0,73,1,991,1
215.0,37,2,765,21
217.5,0,0,87,65
220.0,88,1,1679,24
222.5,0,0,293,14
225.0,93,26,2034,13
227.5,0,0,112,7
230.0,108,7,1684,44
232.5,49,2,414,3
235.0,29,4,1043,28
237.5,15,4,546,27
240.0,1057,51,4789,397
242.5,57,7,318,199
245.0,162,2,1613,384
247.5,142,44,526,99
250.0,4055,206,3329,535
252.5,914,323,705,42
255.0,836,514,1740,59
257.5,699,227,310,5
260.0,11682,453,2200,59
262.5,1262,96,182,3
265.0,3459,479,908,23
267.5,671,630,228,9
270.0,2839,302,1551,91
272.5,431,25,184,8
275.0,1832,81,870,5
277.5,295,11,129,1
280.0,1745,63,1300,1
282.5,72,4,29,1
285.0,1303,7,727,5
287.5,124,18,2,1
290.0,2172,55,717,8
292.5,398,43,0,0
295.0,1478,25,54,1
297.5,39,53,0,0
300.0,4899,52,401,1
302.5,147,7,0,0
305.0,1043,2,402,21
307.5,56,77,0,0
310.0,2357,58,80,1131
312.5,71,80,0,0
315.0,1063,44,51,1002
317.5,78,36,0,0
320.0,3431,1,91,1300
322.5,62,52,0,0
325.0,1600,44,33,510
327.5,39,10,0,0
330.0,2969,5,60,3
332.5,23,20,0,0
335.0,1681,7,377,5940
340.0,2293,31,160,2050
342.5,7,1,0,0
345.0,1382,11,40,570
350.0,2326,4,51,710
355.0,873,1,264,3420
360.0,1207,1,5,44
365.0,472,2,1,1
370.0,7439,6,6,53
375.0,739,1,0,3
380.0,1477,13,3,3
385.0,808,1,0,2
390.0,2836,1,0,1
395.0,2075,2,0,1
400.0,4202,4,1,1
405.0,1019,1,0,3
410.0,570,2,2,3
415.0,68,43,0,3
420.0,1139,31,0,7
425.0,92,76,0,1
430.0,1179,10,1,1
435.0,145,24,0,1
440.0,2169,1,1,1
445.0,47,33,0,1
450.0,568,3,0,173
455.0,111,1,0,9
460.0,507,2,0,4
465.0,30,1,0,0
470.0,674,1,0,1
475.0,11,10,0,0
480.0,322,1,0,1
490.0,1023,1,0,1
500.0,2308,209,0,1
510.0,622,1,0,6
520.0,443,5,0,6
530.0,324,8,0,1
540.0,209,4,0,0
550.0,417,2,0,1
560.0,218,1,0,1
570.0,114,1,0,0
580.0,75,10,0,0
590.0,48,11,0,0
600.0,189,6,0,1
610.0,41,6,0,0
620.0,66,1,0,0
630.0,29,1,0,0
640.0,93,1,0,0
650.0,32,4,0,0
660.0,52,4,0,0
680.0,535,9,0,0
