Ticker,AVGO
CurrentPrice,317.141
ExpirationDate,2026-03-20
DownloadTimestamp,2026-03-18 17:51:38

Strike,Call_OI,Call_Volume,Put_OI,Put_Volume
70.0,2195,12,394,250
75.0,662,37,294,250
80.0,13,2,129,1
85.0,1,1,68,10
90.0,63,51,288,25
95.0,20,2,552,5
100.0,110,1,408,9
105.0,177,6,151,10
110.0,36,2,1200,67
115.0,11,3,613,1
120.0,35,20,677,5
125.0,45,2,2080,7
130.0,69,3,1115,1
135.0,127,1,2335,3
140.0,140,1,526,1
145.0,59,2,1404,1
150.0,153,11,2958,10
155.0,89,6,950,1
160.0,773,1,3347,7
165.0,67,12,9059,6
170.0,219,1,1731,1
175.0,250,1,1242,1
180.0,1043,2,1623,5
185.0,286,2,7041,1
190.0,186,4,1097,10
195.0,253,1,949,10
200.0,2940,11,6454,45
210.0,1383,30,2217,117
220.0,841,1,4293,7
230.0,7623,15,5027,54
240.0,1112,9,17083,5
250.0,2914,19,9171,217
260.0,825,14,9466,13
265.0,4,1,1451,5
270.0,679,6,5358,94
272.5,0,0,85,8
275.0,20,6,28604,36
277.5,7,0,509,21
280.0,3959,29,11378,291
282.5,14,7,243,63
285.0,22,12,6698,207
287.5,190,180,670,31
290.0,709,16,11011,480
292.5,14,9,807,76
295.0,37,16,6760,326
297.5,20,4,1071,56
300.0,3258,52,16494,523
302.5,48,5,796,111
305.0,334,1,5829,453
307.5,86,65,1258,266
310.0,3018,17,15289,474
312.5,379,131,5339,214
315.0,1558,60,3550,618
317.5,539,283,2048,752
320.0,7381,1119,11912,1145
322.5,2363,445,2172,396
325.0,3099,1411,3192,549
327.5,1044,456,1232,80
330.0,17999,5161,6281,185
332.5,11260,1485,1301,94
335.0,4899,1078,995,85
337.5,2431,377,610,11
340.0,12864,1959,7449,588
342.5,3040,270,877,21
345.0,3653,435,2591,52
347.5,2042,346,313,5
350.0,16485,2180,5172,227
352.5,1047,58,40,5
355.0,2401,404,145,2
357.5,1947,330,47,2
360.0,8580,998,1102,25
362.5,193,3,0,0
365.0,1894,84,0,180
367.5,139,3,0,2
370.0,11881,835,918,2
372.5,18,5,0,0
375.0,1305,25,3,2
377.5,21,4,0,0
380.0,14247,18,27,322
382.5,100,94,0,0
385.0,1718,21,0,59
387.5,42,5,0,0
390.0,4544,28,58,2
392.5,5,1,0,0
395.0,785,1,0,450
400.0,17061,207,109,1880
405.0,1336,33,0,0
410.0,3184,6,11,60
420.0,16662,2,2,12
430.0,6059,33,25,450
440.0,2886,1,8,86
450.0,4608,53,0,2
460.0,2076,40,0,15
470.0,1168,5,11,1
480.0,7927,2,0,2
490.0,808,4,0,1
500.0,2341,7,0,3
510.0,669,36,0,2
520.0,1400,240,7,6
530.0,639,11,0,130
540.0,338,12,0,1
560.0,2691,9,0,1
570.0,196,23,0,1
580.0,204,1,0,0
590.0,270,45,0,0
600.0,1449,1,0,0
